Latitude,Longitude
41.8790618,-87.6377402
41.878055,-87.6395901
41.878055,-87.6395901
41.8780902,-87.6366927
41.8780902,-87.6366927
41.8781073,-87.6352402
41.8781073,-87.6352402
41.8781233,-87.6337453
41.8781233,-87.6337453
41.8781373,-87.6327627
41.8781373,-87.6327627
41.8781445,-87.6322624
41.8781445,-87.6322624
41.8781597,-87.6307802
41.8781597,-87.6307802
41.8782927,-87.6242078
41.8782927,-87.6242078
41.8782936,-87.624413
41.8782936,-87.624413
41.8782617,-87.6260987
41.8782617,-87.6260987
41.8782108,-87.6276919
41.8782108,-87.6276919
41.8782108,-87.6276919
41.8782108,-87.6276919
41.8782108,-87.6276919
41.8782108,-87.6276919
41.8782108,-87.6276919
41.8781883,-87.6287692
41.8781883,-87.6287692
41.8781794,-87.6292907
41.8781794,-87.6292907
41.8768308,-87.6352035
41.8768308,-87.6352035
41.8768308,-87.6352035
41.8768531,-87.6337073
41.8768531,-87.6337073
41.8768629,-87.6327289
41.8768629,-87.6327289
41.8768125,-87.636629
41.8768125,-87.636629
41.8769779,-87.6260662
41.8769779,-87.6260662
41.87701,-87.6243796
41.87701,-87.6243796
41.8769665,-87.6241746
41.8769665,-87.6241746
41.8769665,-87.6241746
41.8769377,-87.6276645
41.8769377,-87.6276645
41.8769377,-87.6276645
41.8769116,-87.6287391
41.8769116,-87.6287391
41.8769116,-87.6287391
41.8769036,-87.6292574
41.8769036,-87.6292574
41.8795286,-87.6261297
41.8795286,-87.6261297
41.8758902,-87.6232986
41.8758902,-87.6232986
41.8758902,-87.6232986
41.8757665,-87.6242038
41.8757665,-87.6242038
41.8757236,-87.6243501
41.8757236,-87.6243501
41.8757236,-87.6243501
41.8780828,-87.6369317
41.8780828,-87.6369317
41.8768117,-87.6368035
41.8768117,-87.6368035
41.8768117,-87.6368035
41.8768587,-87.6331207
41.8768587,-87.6331207
41.879559,-87.62429
41.879559,-87.62429
41.8795564,-87.6244445
41.8795564,-87.6244445
41.8808376,-87.6242444
41.8808376,-87.6242444
41.8808351,-87.6244714
41.8808351,-87.6244714
41.8821148,-87.6245076
41.8821148,-87.6245076
41.8832566,-87.6242327
41.8832519,-87.6245322
41.8832519,-87.6245322
41.8794803,-87.6277233
41.8794803,-87.6277233
41.8794803,-87.6277233
41.880755,-87.6277596
41.880755,-87.6277596
41.880755,-87.6277596
41.8808016,-87.6261614
41.8808016,-87.6261614
41.8820791,-87.6261923
41.8820791,-87.6261923
41.8820463,-87.6277987
41.8820463,-87.6277987
41.8820463,-87.6277987
41.8832533,-87.626228
41.8832533,-87.626228
41.8844929,-87.6262626
41.8844929,-87.6262626
41.8793895,-87.6337822
41.8793895,-87.6337822
41.88067,-87.6338136
41.88067,-87.6338136
41.8819407,-87.6338476
41.8819407,-87.6338476
41.8832423,-87.6338816
41.8832423,-87.6338816
41.884468,-87.6339164
41.884468,-87.6339164
41.8857516,-87.6295039
41.8857516,-87.6295039
41.8819867,-87.6294006
41.8819867,-87.6294006
41.8819838,-87.6308753
41.8819838,-87.6308753
41.881953,-87.6323622
41.881953,-87.6323622
41.881953,-87.6323622
41.8807123,-87.6293588
41.8807123,-87.6293588
41.8807012,-87.630838
41.8807012,-87.630838
41.8806855,-87.632331
41.8806855,-87.632331
41.8806855,-87.632331
41.879406,-87.6322938
41.879406,-87.6322938
41.879406,-87.6322938
41.879429,-87.6308053
41.879429,-87.6308053
41.8794443,-87.629327
41.8794443,-87.629327
41.8832481,-87.6278661
41.8832481,-87.6278661
41.8832481,-87.6278661
41.884489,-87.6279024
41.884489,-87.6279024
41.884489,-87.6279024
41.8844831,-87.6294681
41.8844831,-87.6294681
41.8832349,-87.6294313
41.8832349,-87.6294313
41.8832472,-87.6309343
41.8832472,-87.6309343
41.8844774,-87.6309528
41.8844774,-87.6309528
41.883243,-87.6324167
41.883243,-87.6324167
41.883243,-87.6324167
41.8869487,-87.6295268
41.8869487,-87.6295268
41.8869489,-87.6310151
41.8869489,-87.6310151
41.8844623,-87.6370836
41.8844623,-87.6370836
41.8832196,-87.6370538
41.8832196,-87.6370538
41.886819,-87.6280663
41.886819,-87.6280663
41.8868231,-87.6295249
41.8868231,-87.6295249
41.8868201,-87.631009
41.8868201,-87.631009
41.8844575,-87.6368426
41.8844575,-87.6368426
41.8832228,-87.6368179
41.8832228,-87.6368179
41.8832228,-87.6368179
41.8819146,-87.6367852
41.8819146,-87.6367852
41.8732179,-87.620591
41.8732179,-87.620591
41.8732179,-87.620591
41.8732179,-87.620591
41.8783304,-87.6207071
41.8783304,-87.6207071
41.8783304,-87.6207071
41.8783304,-87.6207071
41.8808706,-87.620794
41.8808706,-87.620794
41.8808706,-87.620794
41.8808706,-87.620794
41.8722524,-87.6306098
41.8722524,-87.6306098
41.8722524,-87.6306098
41.8722524,-87.6306098
41.8745428,-87.6291952
41.8745428,-87.6291952
41.8745428,-87.6291952
41.8745428,-87.6291952
41.8744075,-87.6395188
41.8744075,-87.6395188
41.8744075,-87.6395188
41.8744075,-87.6395188
41.8767572,-87.6410477
41.8767572,-87.6410477
41.8767572,-87.6410477
41.8755456,-87.6292232
41.8755456,-87.6292232
41.8757013,-87.6307151
41.8757013,-87.6307151
41.8756843,-87.631738
41.8756843,-87.631738
41.8744776,-87.6336653
41.8744776,-87.6336653
41.8744776,-87.6336653
41.8744776,-87.6336653
41.8744776,-87.6336653
41.8793075,-87.6411417
41.8793075,-87.6411417
41.8793273,-87.6396562
41.8793273,-87.6396562
41.8805976,-87.6396933
41.8805976,-87.6396933
41.880567,-87.6411801
41.880567,-87.6411801
41.8815803,-87.62089
41.8818886,-87.6397063
41.8818886,-87.6397063
41.8818886,-87.6397063
41.8818925,-87.6387725
41.8818925,-87.6387725
41.8818925,-87.6387725
41.8831972,-87.6386613
41.8831972,-87.6386613
41.8831972,-87.6386613
41.879369,-87.6352736
41.879369,-87.6352736
41.8819237,-87.6353428
41.8819237,-87.6353428
41.8832393,-87.635376
41.8832393,-87.635376
